,name,image:,address,tel,extendsection,other,email,web
20,Công Ty TNHH TM DV XNK IDFD,None,"RR6 Hồng Lĩnh, Phường 15, Quận 10, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39703901(Ext.102),,None,mailto:tonyhien83@gmail.com                              ,http://www.dolphin-gp.com
21,Chi Nhánh Công Ty Cổ Phần Xuất Nhập Khẩu Vật Tư Thiết Bị Đường Sắt,None,"132 Lê Duẩn, Q. Hai Bà Trưng, Hà Nội, Việt Nam", (024) 39425029,,None,mailto:nhungpham@tllogistic.com                          ,http://www.unilog.com.vn
22,Công Ty TNHH Thương Mại Và Hàng Hải Nguyên Hưng,None,"Q. Hải An, Tp. Hải Phòng, Việt Nam",0906233268,,None,mailto:customerservice@acttline.com                      ,http://gloryinternational.com
23,Công Ty Chuyển Phát Nhanh City-Link Express Việt Nam,None,"107a14/106 Hoàng Quốc Việt, Q. Cầu Giấy, Hà Nội, Việt Nam", (024) 66545566,,None,mailto:thanhtung8191@gmail.com                           ,http://www.winwin-logistics.vn
24,Trung Mỹ - Công Ty TNHH MTV Vận Chuyển Thương Mại Trung Mỹ,None,"277/2-3 Phan Văn Khỏe, P. 5, Q. 6, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39492421,,None,mailto:info@unilog.com.vn                                ,http://baobisaigon.vn
25,Công Ty CP Đầu Tư Và Phát Triển Đại Hùng Tinh,None,"Số 1, Ngõ 20/5 Nguyễn Chánh, P. Trung Hòa, Q. Cầu Giấy, Hà Nội, Việt Nam",0966141666,,None,mailto:sale05@glorycorporation.com.vn                    ,http://huyhavn.com
26,Công Ty TNHH Logistic Dolphin,None,"Phòng 1703, Tầng 17 , Catbi Plaza, Số 1 Lê Hồng Phong , Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam", (0225) 3552863,,None,mailto:vietnam@winwin-logistics.vn                       ,http://rocket.com.vn
27,Công Ty TNHH Tiếp Vận Vũ Trụ,None,"Lầu 4, 28E Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38406810,,None,mailto:sonsaleskill@gmail.com                            ,http://www.v-logistics.com.vn
28,Công Ty TNHH MTV Glory International,None,"Tầng 10, Tòa nhà Phước Thanh, 199 Điện Biên Phủ, P.15, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35112618,,None,mailto:vanchuyenhuyha@gmail.com                          ,http://vantaitnc.com
29,Công Ty TNHH Win & Win Global Logistics Việt Nam,None,"43 Nguyễn Văn Mại, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38448637,,None,mailto:ceo@rocket.com.vn                                 ,http://www.timexco.com
30,Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Hàng Hóa Kim Phú,None," Tp. Hồ Chí Minh (TPHCM), Việt Nam",0942466084,,None,mailto:info@v-logistics.com.vn                           ,http://ontime-express.com
31,Công Ty TNHH Đầu Tư TM DV Vạn Phát 247,None,"Hẻm 69/4 Lý Thường Kiệt, P. 4, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0906823662,,None,mailto:vantaitnc@gmail.com                               ,http://vietscm.vn
32,Công Ty TNHH TM DV Vận Tải Huy Hà,None,"64/2B Bình Lợi, P. 13, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 66836944,,None,mailto:xuan.tran@sunshinlogix.vn                         ,http://logimark-group.com
33,Công Ty Cổ Phần Thương Mại Dịch Vụ Rocket,None,"Số 111, Đường Số 7, P. Linh Trung, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 66578899,,None,mailto:info@tinnghia.com.vn                              ,http://steinweg.com
34,Công Ty TNHH Giao Nhận Vận Tải Quốc Tế Việt Long,None,"251/8 Lê Quang Định, P. 7, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38407777,,None,mailto:kinhdoanh@thongquan.com.vn                        ,http://thongquan.com.vn
