,name,image:,address,tel,extendsection,other,email,web
22,Công Ty TNHH Vận Tải Sao Đại Dương,None,"38-40 Nguyễn Đình Chính, P. 15, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39953855,,None,mailto:trieukimco@gmail.com                              ,http://hoangkhoi.vn
23,Công Ty TNHH Tiếp Vận Ánh Sáng Mặt Trời,None,"39B, Đường Trường Sơn, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38486165,,None,mailto:doanhnn@minhphatlogistics.com.vn                  ,http://pcvn.znn.vn
24,Công Ty TNHH Một Thành Viên Tư Vấn Thương Mại Vận Tải Lục Địa,None,"P. 606B, Tầng 4, Tòa Nhà Indochina, Số 4 Nguyễn Đình Chiểu, P. Đa Kao, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 2220204408-39910546,,None,mailto:info@mklogistics.com.vn                           ,http://everlinesvienam.com
25,Công Ty TNHH Thương Mại Dịch Vụ Triệu Kim,None,"Số 42/6 Nguyễn Minh Hoàng, P.12, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38105292,,None,mailto:trant@logistics-vci.vn                            ,http://www.hunggiang.com
26,Minh Phát Logistics,None,"Tầng 7, Toà Nhà Văn Phòng 9 Sông Đà, Đường Phạm Hùng, Khu Vực Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội, Việt Nam", (024) 32019595,,None,mailto:sales2@namvietshipping.com                        ,http://dbschenker.vn
27,Công Ty TNHH Minh Khuê Logistics,None,"Số 181/1C Nguyễn Thượng Hiền, P. 6, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38312650,,None,mailto:logistics@btsc.com.vn                             ,http://networks.cargoro.com
28,Công Ty Cổ Phần Tiếp Vận VCI,None,"Tổ 4, P. Sông Bằng, TP. Cao Bằng, Cao Bằng, Việt Nam", (0206) 3882883,,None,mailto:headoffice@tgsvn.com                              ,http://eloggroup.com
29,"Công Ty Nam Việt International Logistics Co., Ltd",None,"Nam Việt Building, 109A Quốc Hương, Phường Thảo Điền, Quận 2, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0898010707,,None,mailto:toandang@hoangkhoi.vn                             ,http://logisticscattuong.com
30,Công Ty Cổ Phần Giao Nhận Bến Thành,None,"Tầng 4, Tòa Nhà Artex Saigon (Asb), 236-238 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38215637,,None,mailto:stevenngo@pcvn.com.vn                             ,http://ontime-express.com
31,Công Ty TNHH Trans Global Solutions Việt Nam,None,"E1/2H12 Quách Điêu, xã Vĩnh Lộc A, Bình Chánh Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 6276 2388,,None,mailto:marketingeverlinesvietnam@gmail.com               ,http://vietscm.vn
32,Công Ty TNHH Đầu Tư Thương Mại Hoàng Khôi,None,"Số 101, Đường Số 45, Phường 6, Quận 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62616586,,None,mailto:lehung@hunggiang.com                              ,http://logimark-group.com
33,"Công Ty Người Chinh Phục Thái Bình DươngPACIFIC CONQUEROR CO., LTD (Int’l Transport & Logistics)",None,"Số 1 Đường Số 8, KP. 2, P. Linh Đông, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM) , Việt Nam", (08) 62822896,,None,mailto:cargoro10@cargoro.com                             ,http://steinweg.com
34,"Everlines Co., Ltd",None,"Tầng 5, 262 Huỳnh Văn Bánh, P. 11, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39912266,,None,mailto:kinhdoanh@thongquan.com.vn                        ,http://thongquan.com.vn
