,name,image:,address,tel,extendsection,other,email,web
10,Logistics Hoàng Hà - Công Ty CP Quốc Tế Lô-Gi-Stíc Hoàng Hà,None,"KCN Tân Bình, Lô 3-22, Nhóm Công Nghiệp III, Đường 19/5A, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38155319,,None,mailto:info@hoangha.com                                  ,http://hoangha.com
11,Logistics Tam Long - Công Ty TNHH Tiếp Vận Tam Long,None,"19 Bùi Đình Túy, P. 26, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35110891,,None,mailto:info.glc@gemadept.com.vn                          ,http://www.tamlong.com
12,Gemadept Logistics - Công Ty TNHH MTV Tiếp Vận Gemadept,None,"Lô J1, Đường Số 8, KCN Sóng Thần 1, P. Dĩ An, TP. Dĩ An, Bình Dương, Việt Nam", (0274) 7308898,,None,mailto:info@unilogistics.vn                              ,http://gemadeptlogistics.com.vn
13,U&I Logistics - Công Ty Cổ Phần Logistics U&I,None,"Số 158, Ngô Gia Tự, P. Chánh Nghĩa, TP. Thủ Dầu Một, Bình Dương, Việt Nam", (0274) 3822908,,None,mailto:info@everichvietnam.com                           ,http://www.unilogistics.vn
14,Everich Vietnam - Công Ty TNHH Dịch Vụ Vận Tải Tân Vĩnh Thịnh,None,"Tầng 3, TN Indochina, Số 4, Nguyễn Đình Chiểu, P. Đakao, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39912626,,None,mailto:Info@Tinthanh.Vn                                  ,http://everichvietnam.com
15,Chuyển Phát Nhanh Tín Thành - Công Ty Cổ Phần Bưu Chính Tín Thành Việt Nam,None,"Lô TT03 - 25 KĐT Mon City, P. Mỹ Đình 2, Q. Nam Từ Liêm, Hà Nội, Việt Nam","19002855, 0936208999","Chi nhánh Miền Nam: 104/9 Yên Thế, P. 2, Q. Tân Bình, TP. Hồ Chí Minh.",None,mailto:info@vinatransdn.com.vn                           ,http://tinthanh.vn
16,Trung Tâm Logistics Vinatrans Danang - Công Ty Cổ Phần Giao Nhận Vận Tải Miền Trung,None,"Đường Số 02, KCN Hòa Cẩm, Q. Cẩm Lệ, Tp. Đà Nẵng, Việt Nam", (0236) 3821240,"Sales Team contact: 0903505097, 0905076699, 0907317195 ",None,mailto:thuongcang@commercialport.com.vn                  ,http://vinatransdn.com.vn
17,Commercial Port - Công Ty Cổ Phần Thương Cảng Vũng Tàu,None,"973 Đường 30 Tháng 4, P. 11, Tp. Vũng Tàu, Bà Rịa-Vũng Tàu, Việt Nam", (0254) 3848312,,None,mailto:sales9-hp@everichvietnam.com                      ,http://commercialport.com.vn
18,Everich Logistics - Công Ty TNHH DV Vận Tải Tân Vĩnh Thịnh,None,"Tầng 8, TD Plaza, 20A Lê Hồng Phong, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam", (0225) 3753502,,None,mailto:ngoaithuonglogistics@gmail.com                    ,http://everichlogistics.com
19,Logistics ICD Ngoại Thương - Công Ty CP Dịch Vụ Xuất Nhập Khẩu Logistics ICD Ngoại Thương,None,"Số 65/16, Đường Lê Văn Mầm, KP. Đông Thành, P. Tân Đông Hiệp, TP. Dĩ An, Bình Dương, Việt Nam"," (0274) 3739402, 0979195637","VP tại TP.HCM: 112/8 Đường số 9, P. Linh Tây, Q.Thủ Đức (Hotline: 0972 069 657)


VP tại Đồng Nai: A16.2 Tòa nhà Amber Court, Võ Thị Sáu, P.Thống Nhất, TP. Biên Hoà (Hotline: 0979 195 637)",None,mailto:kieu.nguyen@royalcargo.com                        ,http://ngoaithuonglogistics.bizz.vn
20,Logistics Royal - Công Ty TNHH Royal Cargo Việt Nam,None,"Tầng 18, Tòa Nhà Pearl Plaza, 561A Điện Biên Phủ, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35129990,,None,mailto:hanoi@tmforwarding.com		                          ,http://royalcargo.com
21,Công Ty TNHH T&M Forwarding Chi Nhánh Hà Nội,None,"Tầng 2, Khu B, Tòa Nhà Toserco, 273 Đường Kim Mã, P. Giảng Võ, Q. Ba Đình, Hà Nội, Việt Nam",0971034802,,None,mailto:export.han@yamatovn.com.vn                        ,http://tmforwarding.com
22,Yamato Logistics - Công Ty TNHH Yamato Logistics Việt Nam,None,"Tầng 14, Tòa Nhà Handico Tower, Đường Phạm Hùng, P. Mễ Trì, Q. Nam Từ Liêm, Hà Nội, Việt Nam", (024) 3772 7015,"Chi nhánh: Phòng 2.2, Tầng 2, Tòa Nhà Landmark, 5B Tôn Đức Thắng, Q. 1, TP.HCM, Việt Nam",None,mailto:sale1.hcm@mol-logistics.com.vn                    ,http://yamatovn.com.vn
23,MOL Logistics - Công Ty TNHH MOL Logistics Việt Nam,None,"Phòng 2.5A, Tầng 2, Tòa Nhà E Town 1, 364 Cộng Hòa, P. 13, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38121349,,None,mailto:tiepvannoibai@gmail.com                           ,http://www.mol-logistics-group.com/en
24,Nội Bài Logistics - Công Ty TNHH Tiếp Vận Nội Bài,None,"Kho nhập nội địa, đường trại cá, sân bay Quốc tế Nội Bài, Phú Minh, Sóc Sơn, Hà Nội, Việt Nam"," (024) 35843394, 0932 328 986",,None,mailto:info@anphuhp.com                                  ,http://tiepvannoibai.bizz.vn
25,Vận Chuyển An Phú - Công Ty TNHH Thương Mại & Dịch Vụ Giao Nhận An Phú,None,"Số 43 Điện Biên Phủ, Minh Khai, Q. Hồng Bàng, Tp. Hải Phòng, Việt Nam"," (0225) 2240902, Hotline: 0903494847","VPĐD: Phòng 12, Tầng 3, Tòa Nhà Thành Đạt, Số 03 Lê Thánh Tông, P. Máy Tơ, Q. Ngô Quyền, TP. Hải Phòng, Việt Nam.",None,mailto:sales.alsw@als.com.vn                             ,http://anphuhp.com
26,ALSW - Công ty TNHH Dịch Vụ Kho Vận ALS,None,"ICD Mỹ Đình, Số 17 Đường Phạm Hùng, P. Mỹ Đình 2, Q. Nam Từ Liêm, Hà Nội, Việt Nam"," (024) 37685858, 3768 8995",,None,mailto:log.nd@goldenlinkvietnam.com                      ,http://www.als.com.vn
27,GoldenLink - Công Ty Cổ Phần Liên Kết Vàng Nam Định,None,"Số 83 Trần Khánh Dư, KĐT Hòa Vượng, P. Lộc Vượng, Tp. Nam Định, Nam Định, Việt Nam", (0228) 3666189 - 0916 456 222,"VPGD tại Hà Nam: Tầng 5, Tòa Nhà Viettel, Lê Hoàn, P. Minh Khai, Thành Phố Phủ Lý, T. Hà Nam
VPGD tại Ninh Bình: Đường 30/6, Phường Nam Thành, Ninh Bình
VPGD tại Hải Phòng: P.410 Tòa nhà TTC, Số 630 Lê Thánh Tông, Q. Hải An, TP. Hải Phòng
",None,mailto:info@glcc-logistics.com                           ,http://goldenlinkvietnam.com
28,GLCC Logistics - Công Ty CP Kho Vận Liên Chiểu Xanh,None,"Đường 11B, CCN Thanh Vinh Mở Rộng, X. Hoà Liên, H. Hòa Vang, Tp. Đà Nẵng, Việt Nam",0903503555,,None,mailto:hoahk@goldenlog.com.vn                            ,http://glcc-logistics.com
29,Công Ty TNHH Tiếp Vận Hoàng Kim,None,"Tòa Nhà Trung Thành, Số 10 Nguyễn Đăng Đạo, P. Tiền An, TP. Bắc Ninh, Bắc Ninh, Việt Nam",0975376886,,None,mailto:info@kimtingroup.com                              ,http://www.goldenlog.com.vn
30,Cho Thuê Kho Bãi Kim Tín - Công Ty CP Đầu Tư Kim Tín,None,"69 Nguyễn Thi, P. 13, Q. 5, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39506618. HOTLINE:  0945 282 725,,None,mailto:rnd.hq@haikhanh.com                               ,http://kimtingroup.com
31,Logistics Hải Khánh - Công Ty CP Giao Nhận Và Vận Tải Quốc Tế Hải Khánh,None,"Phòng 5-8, Tầng 6, Tòa Nhà Thành Đạt, Số 3 Lê Thánh Tông, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam", (0225) 3686052,,None,mailto:airocean.vn@logwin-logistics.com                  ,http://www.haikhanh.com
32,Logwin Logistics - Công Ty TNHH Logwin Air And Ocean Việt Nam,None,"193 Đinh Tiên Hoàng, P. Đa Kao, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38213090,,None,mailto:thanh@globalnetwork.com.vn                        ,http://www.logwin-logistics.com
33,Đông Tài Global - Công Ty TNHH Thương Mại Và Tiếp Vận Toàn cầu Đông Tài,None,"Phòng 202-204, Tòa Nhà Tasaco, Km 104+200 Nguyễn Bỉnh Khiêm, Q. Hải An, Tp. Hải Phòng, Việt Nam", (0225) 3979356,,None,mailto:info@hplogistics.com.vn                           ,http://dongtaiglobal.com
34,HP Logistics - Công Ty CP Tiếp Vận HP,None,"Số 20 Đường 2.5 KĐT Gamuda Garden, P. Trần Phú, Q. Hoàng Mai, Hà Nội, Việt Nam", (028) 73003663,,None,mailto:logs@sitc-dinhvu.com                              ,http://hplogistics.com.vn
