,name,image:,address,tel,extendsection,other,email,web
23,Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Quốc Tế Bảo Long,None,"117 đường N2 KDC Mega Village, P Phú Hữu, Q9 Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 3811011, 0918 800 104",,None,mailto:info@baolonglogistics.com                         ,http://thanhphonglogistics.com
24,Công Ty CP Thương Mại Xuất Nhập Khẩu Thanh Phong,None,"Vincom Plaza, MG02-08A, Số 01 Lê Thánh Tông, P. Máy Tơ, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam",02439901239 / 0961089966,,None,mailto:info@thanhphonglogistics.com                      ,http://www.vls-global.com
25,Chi Nhánh HCM Công Ty TNHH Vanguard Logistics Services Việt Nam,None,"Lầu 5, Tòa Nhà Hà Đô, Số 2 Hồng Hà, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38459690,,None,mailto:doantrang.nguyen@vanguardlogistics.com            ,http://smglobal.vn
26,Công Ty CP Tiếp Vận Toàn Cầu SM Việt Nam,None,"Tòa Nhà 4C12, 33/15 Lưu Hữu Phước, P. Mỹ Đình 1, Q. Nam Từ Liêm, Hà Nội, Việt Nam", (024) 62926134,,None,mailto:info@smglobal.vn                                  ,http://astgroup.vn
27,Công Ty CP AST Group,None,"1007 Phan Văn Trị, P. 7, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM), Việt Nam",1900986859,,None,mailto:info@astgroup.vn                                  ,http://www.ical.com.au
28,ICAL - Công Ty TNHH Thương Mại Và Tiếp Vận Quốc Tế,None,"526 Lê Trọng Tấn, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 38115099, 39482399",,None,mailto:ical@ical.com.vn                                  ,http://containerphili.com
29,Phili Container- Công Ty Cổ Phần Tiếp Vận Phili Toàn Cầu,None,"Tổ 12, KP. Ngãi Thắng, P. Bình Thắng, TX. Dĩ An, Bình Dương, Việt Nam",(028) 38891708,,None,mailto:tvhungthd@gmail.com                               ,http://ptsiec.com
30,Công Ty TNHH Đầu Tư Sản Xuất Thương Mại Dịch Vụ Phú Sơn,None,"41/6P, Ấp Thới Tây 2, X. Tân Hiệp, H. Hóc Môn, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0913 922 769,,None,mailto:sonha681975@gmail.com                             ,http://hazelwrightsvn.com
31,Vận Tải Hazel Wrights Việt Nam - Công Ty TNHH Hazel Wrights Việt Nam,None,"47/24/31 Đường Bùi Đình Túy, P. 24, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38407185,,None,mailto:info@hazelwrightsvn.com                           ,http://www.overseas.com.vn
32,Chi Nhánh Công Ty Cổ Phần Vận Tải Xuyên Đại Dương,None,"Phòng 205, 19 Nguyễn Thị Minh Khai, P. Bến Nghé, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62914924,,None,mailto:manage@overseas.com.vn                            ,http://legend-shipping.com
33,Công Ty TNHH Legend International Shipping,None,"Số 49 Bùi Đình Túy, P. 24, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35533596,,None,mailto:info@legend-shipping.com                          ,http://khaithuehaiquanbinhduong.com
34,Hải Quan H&T - Công Ty TNHH Dịch Vụ Xuất Nhập Khẩu H&T,None,"38/2, Đường Bình Chuẩn 72, Tổ 3, KP. Bình - Phước B, P. Bình Chuẩn, TX. Thuận An, Bình Dương, Việt Nam","Hotline: 0919.151.142, 0888.506.599",,None,mailto:import.export.ht@gmail.com                        ,http://vantaimytan.bizz.vn
