,name,image:,address,tel,extendsection,other,email,web
10,Công ty TNHH TM và DV Vận Tải Quốc Tế Đại Dương Việt,None,"Lầu 6, Tòa Nhà GIC, 18A Đường D2, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0979416357,,None,mailto:phung@voti.com.vn                                 ,http://winwaylog.com
11,Công Ty Cổ Phần Giao Nhận ANT,None,"Số 188 Nguyễn Lương Bằng, Đống Đa, Hà Nội, Việt Nam", (024) 35135178,,None,mailto:info@logisticsant.com                             ,http://vietnam-ship.com
12,Công Ty TNHH Logistics LTK Lạng Sơn,None,"Số 151 Đường 3/2, TT Cao Lộc, H. Cao Lộc, Lạng Sơn, Việt Nam",0912223142,,None,mailto:congtyltklangson@gmail.com                        ,http://sunsun.vn
13,Công Ty TNHH Thuê Tàu Và Tiếp Vận Toàn Cầu,None,"50 Đặng Văn Ngữ, Q. Đống Đa, Hà Nội, Việt Nam", (024) 35773125,,None,mailto:logistics@glcvietnam.com                          ,http://dha-logistics.vn
14,Công Ty TNHH Vận Chuyển Hàng Hóa Excel,None,"Lầu 6, 82 Bạch Mai, Q. Hai Bà Trưng, Hà Nội, Việt Nam", (024) 36228379,,None,mailto:Document.2411@gmail.com                           ,http://www.expofreight.com
15,Công Ty TNHH Tiếp Vận Winway,None,"15/48A Đoàn Như Hài, Phường 12, Quận 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38264153,,None,mailto:Kenny@vietnam-ship.com                            ,http://www.cblogistics.us
16,Vận Chuyển Viết Nam - Công Ty Cổ Phần Dịch Vụ Hàng Hải Viết Nam,None,"396 Trường Sa, Phường 2, Quận Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam",Hotline: 0906 972 808 (Mr. Cảnh),,None,mailto:translog@gmail.com                                ,http://iql.com.vn
17,Công Ty Cổ Phẩn SUNSUN,None,"Số 12B-C4, Ngõ 35, Phố Kim Mã Thượng, Phường Cống Vị, Quận Ba Đình, Hà Nội, Việt Nam", (024) 37674180,,None,mailto:sales01@dha-logistics.vn                          ,http://chatchongam.com.vn
18,Công Ty TNHH MTV Giao Nhận Vận Hàng Hóa DHA,None,"Lầu 2, Tòa Nhà Kicotrans 46 Bạch Đằng, P.2, Q.Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35472386,,None,mailto:jonathan@expofreight.com                          ,http://phulamplastic.com.vn
19,Công Ty TNHH Giao Nhận EXPOLANKA (Việt Nam),None,"107 - 109 - 111 Nguyễn Đình Chiểu, P.6, Q.3, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 3930 6233,,None,mailto:hieple.hungphu@gmail.com                          ,http://seal.com.vn
20,Công Ty TNHH Hưng Phú Logistics Việt Nam,None,"64 Nguyễn Thái Học, Phường Điện Biên, Ba Đình, Hà Nội, Việt Nam",0982230882,,None,mailto:mn@cblogistics.us                                 ,http://vinafcoship.com.vn/
21,Công Ty TNHH CB Logistics,None,"10/62 Hoàng Hoa Thám, P. 7, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35104906,,None,mailto:info@iql.com.vn                                   ,http://vosa.com.vn
22,Công Ty CP IQ Logistics,None,"Tầng 4, Tòa Nhà Hải Âu, 39B Trường Sơn, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 3540589,,None,mailto:sales@chatchongam.com.vn                          ,http://www.kw-cargo.com
23,Công Ty CP Giao Nhận Phương Đông,None,"Số 19 Liền Kề 6B Nguyễn Văn Lộc, P. Mỗ Lao, Q. Hà Đông, Hà Nội, Việt Nam"," (024) 39998186, Hotline: 0988.542.863",,None,mailto:info@phulamplastic.com.vn                         ,http://www.bnplogistics.com.vn
24,Công Ty TNHH Xuất Nhập Khẩu Phú Lâm,None,"Số 1356 Đường Nguyễn Bỉnh Khiêm, P. Đông Hải 2, Q. Hải An, Tp. Hải Phòng, Việt Nam"," (0225) 8830922, 0911 386 006",,None,mailto:ngocminh1822@gmail.com                            ,http://marinalogistics.com
25,Công Ty TNHH A-Sonic Logistics Việt Nam,None,"Số 800, Đường Nguyễn Văn Linh, P. Tân Phú, Q. 7, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 54173317,,None,mailto:sgnexpress@seal.com.vn                            ,http://www.olc-group.com/about/list?cate_id=2
26,VPĐD Saigon Express Agency Limited (VP Anh),None,"Tầng 7 Tòa Nhà Vinconship Sài Gòn, 6-8 Đoàn Văn Bơ, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38268850,,None,mailto:truchv-hcm@vinafcoship.com.vn                     ,http://www.tancanglogistics.com.vn
27,Công Ty Cổ Phần Vận Tải Biển Vinafco,None,"Số 46 Nguyễn Trường Tộ, P. 12, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0915103479,,None,mailto:pckt@vosa-orimas.com.vn                           ,http://phaata.com
28,CN Công Ty Cổ Phần Đại Lý hàng hải Việt Nam,None,"Số 58 Lê Lợi, Q. Ngô Quyền Tp. Hải Phòng, Việt Nam", (0225) 3550671,,None,"mailto:linkunyuan1993@gmail.com, kingwayvnco@gmail.com   ",http://logisticsphilong.com
29,Công Ty TNHH KingWay Logistics Việt Nam,None,"164-166, Đường Số 44 Trương Đình Hội, Phường 16, Quận 8, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0906775655,,None,mailto:ranmoriepy@gmail.com                              ,http://logisticscattuong.com
30,Công Ty Cổ Phần Tiếp Vận Tân Cảng Bình Dương,None,"DT 743, Bình Hòa, Thuận An , Bình Dương, Việt Nam", (0274) 3769311,,None,mailto:mkt.hph@Marina-Logistics                          ,http://ontime-express.com
31,Chi Nhánh Công Ty TNHH Vận Tải Và Đại Lý Vận Tải Đa Phương Thức Tại Hải Phòng,None,"Tầng 2, Tòa Nhà Hải An, Km2+200, Đường Đình Vũ, P.Đông Hải 2, Q.Hải An, Tp. Hải Phòng, Việt Nam", (0225) 614546,,None,mailto:sales05@hcm.olc-group.com                         ,http://vietscm.vn
32,Công Ty TNHH MTV Tiếp Vận Và Phân Phối Phương Đông,None,"Đường Bùi Văn Hòa, Kp7, P. Long Bình, Tp. Biên Hòa, Tp. Hồ Chí Minh (TPHCM), Việt Nam","6501853, 01652420769",,None,mailto:haibui616@gmail.com                               ,http://logimark-group.com
33,Công Ty Cổ Phần Logistics Quốc Tế CTX,None,"Số 2, Ngõ 26 Đường Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội, Việt Nam",0973715616,,None,mailto:logistics@saigonnewport.com.vn                    ,http://steinweg.com
34,Công Ty CP Đại Lý Giao Nhận Vận Tải Xếp Dỡ Tân Cảng,None,"Cảng Cát Lái, Đường Nguyễn Thị Định, P. Cát Lái, Q. 2, 1295B Nguyễn Thị Định, P. Cát Lái, Q. 2 Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 37423207,,None,mailto:chungnguyen3012@Gmail.com                         ,http://thongquan.com.vn
