,name,image:,address,tel,extendsection,other,email,web
10,Long Bình Logistics - Công Ty Cổ Phần Tiếp Vận Long Bình,None,"G243, KP. 7, P. Long Bình, TP. Biên Hòa, Đồng Nai, Việt Nam", (0251) 6501795,,None,mailto:hai.nguyen@longbinhlogistics.com                  ,http://longbinhlogistics.com
11,Công Ty Cổ Phần Dịch Vụ Kỹ Thuật Và Đầu Tư Ngọc Long,None,"KCN Số 2, KKT Nghi Sơn, X. Hải Yến, H. Tĩnh Gia, Thanh Hóa, Việt Nam", (0237) 32400868,,None,mailto:ha.pth@ngoclong.net                               ,http://ngoclong.net
12,ALP Logistics - Công Ty Cổ Phần ALP Logistics,None,"Tầng 8, CLand Tower, 156 Xã Đàn 2, P. Nam Đồng, Q. Đống Đa, Hà Nội, Việt Nam", (024) 38568555,,None,mailto:cs@alp.vn                                         ,http://www.alp.vn
13,Công Ty TNHH Knight Logistics,None,"Phòng F1-A4, Tầng 1, Tòa Nhà Savico, 66 Võ Văn Tần, P. Chính Gián, Q. Thanh Khê, Tp. Đà Nẵng, Việt Nam", (028) 73004422      1900 98 98 02,,None,mailto:dadop@knight.com.vn                               ,http://knight.com.vn
14,Chi Nhánh Công Ty CP Quốc Tế Lô-Gi-Stíc Hoàng Hà,None,"Số 1/71 Linh Lang, P. Cống Vị, Q. Ba Đình, Hà Nội, Việt Nam", (024) 37260122,,None,mailto:sales.han@hoangha.com                             ,http://hoangha.com
15,Công Ty TNHH EIMSKIP Việt Nam,None,"96 Cao Thắng, Phường 4, Quận 3, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 62646380, 0919226984",,None,mailto:info@eimskip.vn                                   ,http://logisticsinvietnam.vn
16,Union Logistics - Công Ty TNHH Tiếp Vận Liên Minh,None,"Số 292 Tây Sơn, Q. Đống Đa, Hà Nội, Việt Nam", (024) 62964650,,None,mailto:sales@unionlogistics.vn                           ,http://unionlogistics.vn
17,Logistics SpeedMark - Công Ty Liên Doanh TNHH Tiếp Vận Và Vận Tải SpeedMark,None,"4/19 Hậu Giang, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39484102,,None,mailto:account@speedmark.com.vn                          ,http://www.speedmark.com.sg
18,Chi Nhánh Công Ty Cổ Phần Transimex Tại Đà Nẵng,None,"Tầng 6, Số 10 Đ. Hải_Phòng, P. Hải Châu 1, Q. Hải Châu, Tp. Đà Nẵng, Việt Nam", (0236) 3561587,,None,mailto:man.nt@transimex.com.vn                           ,http://transimexsaigon.com
19,Giao Nhận Vận Chuyển Ngô Phát - Công Ty TNHH TM Và DV Ngô Phát,None,"20/4 Nguyễn Hữu Thoại, P. 19, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35180499,,None,mailto:info@ngophat.com                                  ,http://ngophat.com
20,Công Ty CP Giao Nhận Và Vận Tải Quốc Tế Hải Khánh - Văn Phòng Quy Nhơn,None,"Tầng 4, Tòa Nhà Phú Tài, 278 Nguyễn Thị Định, Tp. Quy Nhơn, Bình Định, Việt Nam", (0256) 3686052,,None,mailto:rnd.hq@haikhanh.com                               ,http://haikhanh.com
21,Công Ty TNHH Worldwide GSA (Việt Nam),None,"30 Phan Thúc Duyện, Phường 4, Quận Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 38489493, 39487485 Ext: 104",,None,mailto:alanadang.sgn@worldwidegsa.com                    ,http://worldwidegsa.com
22,SME Logistics - Công Ty CP Tiếp Vận Doanh Nghiệp Nhỏ Và Vừa Việt Nam,None,"Tầng 3, Tòa Nhà Vinaplast, 39 Ngô Quyền, Hoàn Kiếm, Hà Nội, Việt Nam", (024) 22206123,,None,mailto:info@smelogistics.vn                              ,http://smelogistics.vn
23,Logistics Công Thành - Công Ty TNHH Vận Tải Công Thành,None,"Số 456 Lê Thánh Tông, P. Đông Hải, Q. Hải An, Tp. Hải Phòng, Việt Nam", (0225) 3629685,,None,mailto:contact@congthanhlogistics.com                    ,http://congthanhlogistics.com
24,Grlogs - Công Ty Cổ Phần Tiếp Vận Xanh,None,"2F Đường 4F, Cư Xá Ngân Hàng, P. Tân Thuận, Q. 7, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39400858,,None,mailto:info@grlogs.com                                   ,http://grlogs.com
25,Logistics Thanh Lâm - Công Ty TNHH MTV Dịch Vụ Thanh Lâm,None,"8/42 Đinh Tiên Hoàng, P. Đa Kao. Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 39118134, 0913 868 770",,None,mailto:thanhlam_co@yahoo.com.vn                          ,http://congtythanhlam.com
26,Công Ty TNHH Nam Việt  International Logistics,None,"Nam Việt Building, 109A Quốc Hương, Phường Thảo Điền, Quận 2, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0898010707,,None,mailto:sales2@namvietshipping.com                        ,http://lalogisticsco.com
27,Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận L&A,None,"82 - 84 Lê Quang Định, P. 14, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62903236,,None,mailto:info@lalogisticsco.com                            ,http://logisticsh-a.com
28,Logistics H-A - Công Ty TNHH Sản Xuất Thương Mại Xuất Nhập Khẩu Logistics H-A,None,"Phòng 01, Tầng trệt, Tòa Nhà Flora, Số 59 Đường 19, Khu Phố 2, Phường An Khánh, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 37408020,,None,mailto:info@logisticsh-a.com                             ,http://transportervn.com
29,Transporter - Công Ty TNHH Giao Nhận Người Vận Chuyển Quốc Tế,None,"Số 42/43-45 Nguyễn Minh Hoàng, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38495715,,None,mailto:info@transportervn.com                            ,http://vanchuyenhoaxa.com
30,Công Ty TNHH TM Hỏa Xa Global Logistics,None,"18 Đường 29 Phường Tân Kiểng, Quận 7, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 66830127,,None,mailto:hoaxa.vtds@gmail.com                              ,http://reallogistics.vn
31,Real Logistics - Chi Nhánh Hà Nội - Công Ty TNHH Tiếp Vận Thực,None,"Tầng G2, Số 51 Quan Nhân, Q. Thanh Xuân, Hà Nội, Việt Nam", (024) 7305060,,None,mailto:han@reallogistics.net                             ,http://gelex.vn
32,Tổng Công Ty Cổ Phần Thiết Bị Điện Việt Nam,None,"52 Lê Đại Hành, Q. Hai Bà Trưng, Hà Nội, Việt Nam", (024) 39726245,,None,mailto:gelex@gelex.vn                                    ,http://stt-group.com.vn
33,Công Ty TNHH Đại Lý Hàng Hóa Quốc Tế Vica,None,"Tầng 3, 18M1 Trần Kim Xuyến, P. Yên Hòa, Q. Cầu Giấy, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62826672,,None,mailto:katherin.dinh@vica.vn                             ,http://rtinter.com
34,Công Ty TNHH Tiếp Vận Duyên Hải,None,"Khu Vườn Hồng, Phố Bảo Phúc, Quận Hải An, Tp. Hải Phòng, Việt Nam",0906197396,,None,mailto:duyenhailog.log@gmail.com                         ,http://www.draco.vn
