,name,image:,address,tel,extendsection,other,email,web
10,Công Ty TNHH MTV Giao Nhận Vận Tải VIN,None,"Số 10, Đường Số 9, CX Bình Thới, P. 8, Q. 11, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 62643790,,None,mailto:vintrans111@gmail.com                             ,http://pt-international.net
11,Công Ty Cổ Phần Tiếp Vận Và Thương Mại Giới Hạn Toàn Cầu,None,"Số 103 Nguyễn Bỉnh Khiêm, Tầng 4, Khách Sạn Việt Trung, P. Đông Hải, Q. Hải An, Tp. Hải Phòng, Việt Nam", (0225) 3260237,,None,mailto:Terry_dao@globalmax.com.vn                        ,http://www.transaz.vn
12,Trường Nam - Công Ty CP Đại Lý Hải Quan Trường Nam,None,"DT 743, Tân Đông Hiệp, Thị Xã Dĩ An, Bình Dương, Việt Nam", (0274) 3729927,,None,mailto:info@truongnam.vn                                 ,http://www.thangloilogistics.com.vn
13,Công Ty TNHH Dịch Vụ Vận Tải Thành Công Toàn Cầu,None,"25/76 Nguyễn Bỉnh Khiêm, P. Bến Nghé, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39115066,,None,mailto:paul.vuong@gstsco.com                             ,http://www.thaihung.com.vn
14,Công Ty TNHH Tiếp Vận Trái Đất Xanh,None,"Thôn Cẩm Đình, X. Cẩm Đình, H. Phúc Thọ, Hà Nội, Việt Nam", (024) 23477779,,None,mailto:jennifer.nguyen@green-earth.vn                    ,http://www.yicheng-logistics.com
15,Công Ty Cổ Phần Vận Tải PST Đà Nẵng,None,"40 Đường 3 Tháng 2, Tp. Đà Nẵng, Việt Nam", (0236) 3609416,,None,mailto:xuanlepst@yahoo.com.vn                            ,http://namkhanhlogs.com
16,PT Shipping Air Logistics Vietnam,None,"270/107 Đường Phan Đình Phùng, P. 1, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 66717117,,None,mailto:sale_ptinter@yahoo.com                            ,http://conmeo.net
17,Công Ty TNHH Sản Xuất Thương Mại Lợi Thành Đạt,None,"Số 1, Đường Số 1, Khu Công Nghệ Phần Mềm, KP.6, P. Linh Trung, Q.Thủ Đức, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 37246428,,None,mailto:transaz@transaz.vn                                ,http://www.sowatco.com.vn
18,Công Ty Cổ Phần Transaz,None,"Số 10 Trần Nguyên Hãn, P. Lý Thái Tổ, Q. Hòan Kiếm, Hà Nội, Việt Nam", (024) 39352891,,None,mailto:thangloilog@fpt.vn                                ,http://www.airsea.com.vn
19,Công Ty Cổ Phần Thương Mại Và Giải Pháp Tiếp Vận Thắng Lợi,None,"Số 18/219 Nguyễn Ngọc Nại, Q. Thanh Xuân, Hà Nội, Việt Nam", (024) 35665246,,None,mailto:betterone@betterone.vn                            ,http://www.korchina.com
20,Công Ty TNHH Better One,None,"56/49 Dương Bá Trạc, P. 2, Q. 8, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 73049779,,None,mailto:info@thaihung.com.vn                              ,http://tamviethung.com
21,Công Ty TNHH Vạn Minh Đạt,None,"ấp 7, X. Xuân Tâm, H. Xuân Lộc, T. Đồng Nai Đồng Nai, Việt Nam",0983946071,,None,mailto:toandang@namkhanhlogs.com                         ,http://https://ebs.com.vn/
22,Công Ty Cổ Phần Thương Mại Thái Hưng,None,"Tổ 14, P. Gia Sàng, Tp. Thái Nguyên, Thái Nguyên, Việt Nam", (0208) 3855276,,None,mailto:buucuclongthanh@conmeo.net                        ,http://vnps.com.vn
23,Công Ty TNHH Yicheng Logistics VN,None,"607-609 Nguyễn Kiệm, P. 9, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39975868,,None,mailto:sowatco@hcm.vnn.vn                                ,http://ttlogistics.vn
24,Công ty TNHH Thương Mại Dịch Vụ Vận Tải Quốc Tế Nam Khánh,None,"122/20 Thống Nhất , P. 11, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0935434666,,None,mailto:hpg-sale09@airsea.com.vn                          ,http://lienhoalogistics.com
25,Công Ty Cổ Phần Thương Mại Vận Tải Con Mèo Chi Nhánh Long Thành - Đồng Nai,None,"Tổ 13, Khu 2, ấp 7, An Phước, Long Thành, Đồng Nai, Việt Nam",0901552498,,None,mailto:martinlim@korchina.vn                             ,http://onexlogistics.com
26,Tổng Công Ty Cổ Phần Đường Sông Miền Nam,None,"298 Huỳnh Tấn Phát, P. Tân Thuận Tây, Q. 7, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38729748,,None,mailto:ebs.hanoi@gmail.com                               ,http://nsagency.com.vn
27,Công Ty TNHH Không Hải Vận - Chi Nhánh Hải Phòng,None,"Phòng 507, Tầng 5, TD Plaza, Lô 20A, Lê Hồng Phong, P. Đông Khê, Q. Ngô Quyền, Tp. Hải Phòng, Việt Nam", (0225) 3246214,,None,mailto:sales@vnps.com.vn                                 ,http://vantaivitransco.com
28,Công Ty TNHH Korchina Logistics,None,"5F Tòa nhà TV, 31A Nguyễn Đình Chiểu, P. Đa Kao, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39253645,,None,mailto:info@ttlogistics.vn                               ,http://eloggroup.com
29,Công Ty Cổ Phần Tân Cảng Quế Võ,None,"Thôn Kiều Lương, Xã Đức Long, Huyện Quế Võ, Bắc Ninh, Việt Nam",0902933367,,None,mailto:brian171588@gmail.com                             ,http://logisticscattuong.com
30,Công Ty TNHH Tâm Việt Hùng,None,"Số 26 tổ 5 Khu Tái Định Cư Đằng Hải, P. Đằng Hải, Q. Hải An, Tp. Hải Phòng, Việt Nam",0902011896,,None,mailto:cskh@onexlogistics.com                            ,http://ontime-express.com
31,Công Ty TNHH Thương Mại EBS Việt Nam,None,"Số 129 Phan Văn Trường, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Việt Nam", (024) 35542345,,None,mailto:agency@nsagency.com.vn                            ,http://vietscm.vn
32,Công Ty TNHH Giải Pháp Cảng Việt Nam,None,"02 Hoa Phượng, P. 02, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0862026157,,None,mailto:andrea@sgn.logimark-group.com                     ,http://logimark-group.com
33,Công Ty TNHH Tiếp Vận Liên Châu Lục,None,"Số 15A/16 Phụng Pháp, Phường Đằng Giang, Quận Ngô Quyền, Tp. Hải Phòng, Việt Nam", (0225) 3766126,,None,mailto:haiphong@vn.steinweg.com                          ,http://steinweg.com
34,Công Ty TNHH TT Logistics,None,"Số 2355 Đường Độc Lập, Thị Xã Phú Mỹ, Bà Rịa-Vũng Tàu, Việt Nam", (0254) 3532668,,None,mailto:kinhdoanh@thongquan.com.vn                        ,http://thongquan.com.vn
