,name,image:,address,tel,extendsection,other,email,web
10,Công Ty TNHH Vận  Tải Trọng Hiếu,None,"4A/276 La Xuân Oai, Tăng Nhơn Phú A, Q. 9, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 37309742,,None,mailto:truonggiabinh@vnn.vn                              ,http://www.oocl.com
11,Công Ty TNHH OOCL Việt Nam - Chi nhánh TP Hồ Chí Minh,None,"Phòng 1301-1305, Tầng 13, Trung Tâm Thương Mại Sài Gòn, Số 37 Tôn Đức Thắng, P.Bến Nghé, Q.1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39116088,,None,mailto:tranthang@bivico.com                              ,http://www.nhatbinhtrans.com
12,Công Ty TNHH Vận Tải Và DVHH Nhật Bình,None,"15/4 Đường 1, KP. 6, Trường Thọ, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 37310688,,None,mailto:dzungnd@hdl.vn                                    ,http://www.bivico.com
13,Công Ty TNHH Bình Viên,None,"Tầng 2, Tòa Nhà Sao Đỏ, Số 1 Đường Bao Trần Hưng Đạo, P. Đông Hải 1, Q. Hải An, Tp. Đà Nẵng, Việt Nam", (0236) 3979326,,None,mailto:info@longquy.com                                  ,http://www.hdl.vn
14,Công Ty Cổ Phần Giao Nhận Kho Vận Hải Dương,None,"Km 48 Quốc Lộ 5, P. Việt Hòa, Tp. Hải Dương, Hải Dương, Việt Nam", (0220) 3892156,,None,mailto:trung-nvocc@tropolis.com.vn                       ,http://lql.vn
15,Công Ty TNHH Long Quy Logistics,None,"267/9B, Đường Số 11, Kp. Thái Bình, P. Long Bình, Q. 9, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 37251953,,None,mailto:info@khangthinhship.com.vn                        ,http://www.tropolis.com.sg
16,Công Ty Cổ Phần Vận Tải Xuất Nhập Khẩu Hàng Cảng Thành,None,"Lầu 4 , Tòa Nhà U-Silk, Số 7 Lam Sơn, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 5472300,,None,mailto:ken@transcon.com.vn                               ,http://khangthinhship.com.vn
17,Công Ty TNHH MTV Vận Tải Khang Thịnh,None,"20 Đường 34, P. 12, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39471059,,None,mailto:sales@lotte-sea.com.vn                            ,http://www.transcon.com.vn
18,Công Ty Cổ Phần TRANSCON,None,"Số 5 Đường Bùi Đình Túy, P. 24, Q. Bình Thạnh, Tp. Hồ Chí Minh, Việt Nam",08 35114780-106 - Hotline: 0913 467 557,,None,mailto:hoang.liet@vapulogistic.com                       ,http://www.lotte-sea.com.vn
19,Công Ty TNHH Lotte - Sea Logistics,None,"Lô A01, Đường Số 3, KCN Long Hậu, Cần Giuộc, Long An, Việt Nam", (0272) 38734193,,None,mailto:head-bdt@everstarsealandair.com                   ,http://everstarsealandair.com
20,Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Vận Tải Phúc Hưng,None,"58/97 Phan Chu Trinh, P. 24, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35515624,,None,mailto:info@inlotrans.com.vn                             ,http://inlotrans.com.vn
21,Công Ty TNHH Everstar Sealandair,None,"220/9 Nguyễn Trọng Tuyển, P. 8, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38442967,,None,mailto:antrimexco@gmail.com                              ,http://www.anhungvn.com
22,Công ty cổ phần đầu tư và giao nhận vận tải Toàn Cầu,None,"P1709, Tháp A, Hồ Gươm Plaza, 102-104, Trần Phú, Hà Đông, Hà Nội, Việt Nam", (024) 32025777,,None,mailto:data-saigon@vnn.vn                                ,http://saovangkinhbac.com
23,Công Ty TNHH Thương Mại An Hưng,None,"211C Đường Hai Bà Trưng, Q. Lê Chân, Tp. Hải Phòng, Việt Nam", (0225) 3950130,,None,mailto:quanle.becaco@yahoo.com                           ,http://vinastarglobal.com
24,Đại Tân á - Chi Nhánh Công Ty TNHH Thương Mại & Dịch Vụ Đại Tân á,None,"Phòng 11, Tòa Nhà Nam Việt, 107 Bến Vân Đồn, P. 9, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39432512,,None,mailto:duchuu@saovangkinhbac.com                         ,http://qkl.com.vn
25,Công Ty TNHH MTV Becaco,None,"133/ôk KV Bình Phó A, P. Lonh Tuyền, Q. Bình Thủy, TP. Cần Thơ, Việt Nam",0983083080,,None,mailto:info@vinastarglobal.com                           ,http://hainamship.com
26,Công Ty TNHH Sao Vàng Kinh Bắc,None,"A18 Ngõ 84 Trần Quang Diệu, Q. Đống Đa, Hà Nội, Việt Nam", (024) 37606175,,None,mailto:info@qkl.vn                                       ,http://bichthi.com
27,Công Ty TNHH Dịch Vụ & Vận Tải Toàn Cầu Ngôi Sao Việt Nam,None,"662B Bùi Đình Túy, P. 12, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35117173,,None,mailto:sales1@hainamship.com                             ,http://vietnamtoancau.com
28,Công Ty TNHH Giao Nhận Quang Khoa,None,"C12/11, Quốc lộ 1A, ấp 3, X. Tân Kiên, H. Bình Chánh, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0913745454,,None,mailto:thuphuong.vietrans@gmail.com                      ,http://www.otrangroup.com
29,Công Ty Tiếp Vận Quốc Tế Hải Nam,None,"Lầu 4, 135A Pasteur, Phường 06, Quận 3, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 8272688,,None,mailto:bichthitrading@yahoo.com                          ,http://www.toannhat.vn
30,Công Ty TNHH MTV Giao Nhận Kho Vận Ngoại Thương,None,"469 Hà Huy Tập, Yên Viên, Gia Lâm, Hà Nội, Việt Nam", (024) 66846181,,None,mailto:thuhuongdmg@gmail.com                             ,http://www.ttc.com.vn
31,Công Ty CP Thương Mại Và Dịch Vụ Bích Thi,None,"Số 5, Ngõ 583, Kim Ngưu, P. Vĩnh Tuy, Q. Hai Bà Trưng, Hà Nội, Việt Nam", (024) 36369243,,None,mailto:info@vietnamtoancau.com                           ,http://vietscm.vn
32,Công Ty Cổ Phần Giao Nhận DMG Hà Nội,None,"Số 8, Lô 3B, Đường Trung Yên 11, P. Trung Hòa, Q. Cầu Giấy, Hà Nội, Việt Nam", (024) 37868393Hotline: 0904.414.979,,None,mailto:thuy.tran@otrangroup.com                          ,http://logimark-group.com
33,VNTC - Công Ty TNHH Sản Xuất - Thương Mại - Dịch Vụ Việt Nam Toàn Cầu,None,"Trụ Sở: 82/9 Đường 5, P. 9, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM), Việt Nam"," (028) 38489211, 38489212",,None,mailto:ctyvantaitaynguyen@gmail.com                      ,http://steinweg.com
34,Công Ty Cổ Phần Otran Đồng Nai,None,"Cụm CN Dốc 47, Xã Tam Phước, Tp. Biên Hòa, Đồng Nai, Việt Nam", (0251) 38261919,,None,mailto:nguyenhainq.toannhat@gmail.com                    ,http://thongquan.com.vn
