,name,image:,address,tel,extendsection,other,email,web
20,Công Ty Cổ Phần Thương Mại Và Tiếp Vận Thời Hoàng Kim,None,"Lầu 3, 99 A1, Cộng Hòa, P.4, Q. Tân Bình Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35174502,,None,mailto:export01@cargonetworks.com.vn                     ,http://www.duckhai.com.vn
21,Công Ty TNHH ALSTECH,None,"Đông Xá, X. Đông Phong, H. Yên Phong, Bắc Ninh, Việt Nam",0398611125,,None,mailto:mercury1@hn.vnn.vn                                ,http://melodylogistics.com
22,Công Ty TNHH TMDV Chuyển Phát Nhanh TLT,None,"20 chữ Đồng Tử, P. 7, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM) Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39482360,,None,mailto:phucan235@gmail.com                               ,http://www.danalogistics.vn
23,Công Ty TNHH Mạng Lưới Hàng Hóa Toàn Cầu,None,"15/48A Đường Đoàn Như Hài, P. 12, Q. 4, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 66852754,,None,mailto:ineximdl@ineximdaklak.com.vn                      ,http://probity.com.vn
24,Sao Thủy - Công Ty TNHH Vận Tải Và Thương Mại Sao Thủy,None,"Số 6, Ngõ 9 Hoàng Ngọc Phách, P. Láng Hạ, Q. Đống Đa, Hà Nội, Việt Nam", (024) 37344390,,None,mailto:saigon@duckhai.com.vn                             ,http://www.hoangha.com
25,Công Ty TNHH Thương Mại Và Giao Nhận Phúc An,None,"Số 10 Nguyễn Chánh Sắt, Phường 13, Quận Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam",0907724408,,None,mailto:binhminhlogistics.hp@gmail.com                    ,http://ahttlogistics.mov.mn
26,Công Ty Cổ Phần Đầu Tư Xuất Nhập Khẩu DakLak,None,"228 Hoàng Diệu, P. Thành Công, Tp. Buôn Ma Thuột, Đắc Lắc, Việt Nam", (0262) 3852233,,None,mailto:info@melodylogistics.com                          ,http://www.interfracht.ch
27,Đức Khải - Công Ty Cổ Phần Đức Khải,None,"21 Đường D1, Khu Đô Thị Mới HimLam,Phường Tân Hưng, Quận 7 Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 73006990,,None,mailto:info@danalogistics.vn                             ,http://www.minhanhexpress.com
28,Công Ty TNHH Xuất Nhập Khẩu Và Tiếp Vận Bình Minh,None,"350 Lê Thánh Tông, Phường Máy Chai, Quận Ngô Quyền, Tp. Hải Phòng, Việt Nam", (0225) 3758883,,None,mailto:info@cdsoverseas.com.vn                           ,http://dash.vn
29,Công Ty TNHH Melody Logistics,None,"Tòa Nhà Melody, 01 Nguyễn Văn Đậu, P. 5, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 35511657,,None,mailto:info@probity.com.vn                               ,http://logisticscattuong.com
30,Công Ty Cổ Phần Đầu Tư Danagroup,None,"Lầu 3, Tòa Nhà Naforimex, Số 19 Bà Triệu, Q. Hòan Kiếm, Hà Nội, Việt Nam", (024) 36863939,,None,mailto:ahttlogistics@gmail.com                           ,http://ontime-express.com
31,Trùng Dương CDS Việt Nam - Công Ty TNHH Trùng Dương CDS Việt Nam,None,"Phòng S, Tầng 4, Tòa Nhà OSIC, 8 Nguyễn Huệ, P. Bến Nghé, Q. 1, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38220888,,None,mailto:general@minhanhexpress.com                        ,http://vietscm.vn
32,Công Ty Cổ Phần Thương Mại Dịch Vụ Trung Thực,None,"111 Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 38992788,,None,mailto:sales-hcm@dash.vn                                 ,http://logimark-group.com
33,Công Ty Cổ Phần Quốc Tế Logistics Hoàng Hà,None,"87 Thăng Long, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM), Việt Nam", (028) 39484696,,None,mailto:haiphong@vn.steinweg.com                          ,http://steinweg.com
34,Công Ty TNHH Thương Mại Dịch Vụ AHTT,None,"5/31/53 Vũ Chí Thắng, Q. Lê Chân, Tp. Hải Phòng, Việt Nam", (0225) 3601854,,None,mailto:kinhdoanh@thongquan.com.vn                        ,http://thongquan.com.vn
